release_date;title;genre;movie_id
April 6th;Parole;Drama;8982
April 21st;Disneynature: Blue;Documentary;8983
April 21st;Citizen Jane: Battle for the City;Documentary;8984
April 21st;Cessez-le-feu;;8985
April 21st;Blue;Documentary;8986
April 21st;The Blood Hound;Adventure;8987
April 21st;ChÃƒÂ¡vez infinito;Documentary;8988
April 21st;Bunch of Kunst;Documentary;8989
April 21st;Beyond the Known World;Drama;8990
April 21st;Anina: Un misterioso viaje de ida y vuelta;Adventure;8991
April 21st;Can't Help Falling in Love;Drama;8992
April 21st;Amar;Drama;8993
May 5th;Berlin Syndrome;Thriller/Suspense;8994
April 21st;L'Accabadora;Comedy;8995
Week of April 13th;Ma-li-an-neu-wa Ma-ga-let;;8996
April 21st;7 Witches;Horror;8997
April 20th;Kukhnya Poslednyaya Bitva;Comedy;8998
April 20th;Urfin Dzhyus I Yego Derevyannyye Soldaty;Adventure;8999
April 20th;Hotel de Grote L;Adventure;9000
April 21st;3-gatsu no raion kouhen;Drama;9001
April 20th;Grow House;Comedy;9002
November 7th;Jessabelle;Horror;9003
November 7th;The Historian;Drama;9004
April 19th;Voor Elkaar Gemaakt;Romantic Comedy;9005
November 7th;Elsa & Fred;Comedy;9006
November 7th;Fugly!;Comedy;9007
November 7th;Bhopal: A Prayer for Rain;Drama;9008
November 7th;Gus, petit oiseau grand voyage;Adventure;9009
November 7th;Death Metal Angola;Documentary;9010
November 7th;Andiamo a quel paese;Comedy;9011
November 7th;The Better Angels;Drama;9012
November 7th;21 Years: Richard Linklater;Documentary;9013
November 7th;Actress;Documentary;9014
September 30th;Im Labyrinth des Schweigens;Drama;9015
November 6th;National Theatre Live: Of Mice and Men;Concert/Performance;9016
November 5th;National Gallery;Documentary;9017
November 7th;Bank$tas;Comedy;9018
November 4th;An Evergreen Christmas;Drama;9019
November 5th;Interstellar;Adventure;9020
November 4th;Worst Friends;Comedy;9021
October 31st;ROAR: Tigers of the Sandarbans;Action;9022
October 31st;Private Peaceful;Drama;9023
October 31st;Point and Shoot;Documentary;9024
October 31st;Unutursam Fisilda;Drama;9025
October 31st;Nightcrawler;Thriller/Suspense;9026
December 20th;All the Light in the Sky;Drama;9027
December 19th;Mr. Turner;Drama;9028
December 20th;Si Ren Ding Zhi;Comedy;9029
October 31st;Hit by Lightning;Comedy;9030
June 13th;Ha-shoter;Drama;9031
December 20th;Fanny;Drama;9032
December 25th;The Secret Life of Walter Mitty;Adventure;9033
March 7th;In Fear;Thriller/Suspense;9034
February 7th;Byeon-ho-in;Drama;9035
December 20th;Dhoom 3;Action;9036
December 18th;Belle et SÃƒÂ©bastien;Adventure;9037
December 13th;Tricked;Documentary;9038
December 13th;Tyler Perry's A Madea Christmas;Comedy;9039
December 13th;Some Velvet Morning;Drama;9040
December 17th;The Nutcracker;Concert/Performance;9041
December 18th;Anchorman 2: The Legend Continues;Comedy;9042
December 13th;The Crash Reel;Documentary;9043
December 13th;Trap for Cinderella;Thriller/Suspense;9044
December 13th;Blood Brother;Documentary;9045
December 13th;Marius;Drama;9046
December 13th;Aikatsu!;Drama;9047
December 13th;AhÃƒÂ­ va el diablo;Horror;9048
December 12th;A Zombie Invasion;Horror;9049
December 13th;Liv & Ingmar;Documentary;9050
April 11th;Only Lovers Left Alive;Drama;9051
January 16th;Still Life;Comedy;9052
November 23rd;Hitchcock;Drama;9053
November 23rd;Nativity 2: Danger in the Manger!;Comedy;9054
December 13th;The Hobbit: The Desolation of Smaug;Adventure;9055
November 22nd;Ne te retourne pas;Thriller/Suspense;9056
November 23rd;De rouille et dÃ¢â‚¬â„¢os;Drama;9057
December 25th;West of Memphis;Documentary;9058
November 23rd;The Central Park Five;Documentary;9059
November 22nd;E la chiamano estate;Drama;9060
November 23rd;Gottfried Helnwein and the Dreaming Child;Documentary;9061
November 21st;Gambit;Comedy;9062
November 21st;Life of Pi;Drama;9063
November 21st;Rise of the Guardians;Adventure;9064
November 17th;UFC 154: St-Pierre vs. Condit;Concert/Performance;9065
November 30th;Therese Desqueyroux;Drama;9066
January 10th;Evangelion Shin GekijÃƒÂ´ban: Kyu;Adventure;9067
November 16th;Silver Linings Playbook;Drama;9068
November 21st;Red Dawn;Action;9069
November 16th;Price Check;Comedy;9070
November 16th;Mea Maxima Culpa: Silence in the House of God;Documentary;9071
November 16th;Funeral Kings;Black Comedy;9072
November 16th;Chasing Ice;Documentary;9073
November 16th;Le prÃƒÂ©nom;Comedy;9074
November 16th;Meine Familie, die Nazis und Ich;Documentary;9075
November 16th;Avant que mon coeur bascule;Documentary;9076
November 15th;Barrymore;Comedy;9077
November 15th;Baek-ya;Drama;9078
May 29th;The Lesson;;9079
May 29th;Karatsi;Drama;9080
May 29th;Masss;Thriller/Suspense;9081
November 13th;Man Up;Romantic Comedy;9082
May 29th;Kaptein Sabeltann og skatten i Lama Rama;Adventure;9083
May 24th;Lemale et ha'halal;Drama;9084
May 29th;Jin Gu Bang Zhuan Qi 2;Adventure;9085
May 29th;El incendio;Thriller/Suspense;9086
May 29th;Gekijouban Psycho-Pass;;9087
May 29th;FÃƒÂ»fu FÃƒÂ»FÃƒÂ» Nikki;;9088
May 29th;Heaven Knows What;Drama;9089
May 29th;Faber in Sardegna & L'ultimo concerto di Fabrizio De AndrÃƒÂ©;;9090
May 29th;I Believe in Unicorns;Drama;9091
May 29th;De Masters;Comedy;9092
May 29th;Chao Neng Tu Zhan Dui;Comedy;9093
May 29th;Club Life;Drama;9094
May 29th;El Camino Mas Largo Para Volver A Casa;Drama;9095
May 28th;Globe on Screen: Julius Caesar;Concert/Performance;9096
May 29th;Dabl trabl;Comedy;9097
May 29th;Gadaar: The Traitor;Thriller/Suspense;9098
March 18th;An;Drama;9099
May 29th;Alunizar;Documentary;9100
May 23rd;National Theatre Live: The Hard Problem;Concert/Performance;9101
May 29th;San Andreas;Adventure;9102
May 29th;Aloha;Drama;9103
April 20th;Parfum de printemps;Comedy;9104
April 20th;How to Let Go of the World and Love All The Things Climate CanÃ¢â‚¬â„¢t Change;Documentary;9105
April 19th;The Sound and the Shadow;Comedy;9106
April 15th;Wide Open Sky;Documentary;9107
April 15th;Wild;Drama;9108
April 15th;Yemekteydik ve karar verdim;Drama;9109
April 15th;The Syndrome;Documentary;9110
April 15th;Tout pour ÃƒÂªtre heureux;Comedy;9111
April 15th;Theri;Drama;9112
April 15th;Sky;Drama;9113
April 15th;Los sures;Documentary;9114
April 15th;Sinfonia da NecrÃƒÂ³pole;Musical;9115
April 15th;Russkie evrei. Film pervyy. Do revolutsii;Documentary;9116
April 15th;Rio, Eu Te Amo;Romantic Comedy;9117
April 15th;Siganitalga;Action;9118
April 15th;Le rÃƒÂ¨gne de la beautÃƒÂ©;Drama;9119
April 15th;Revelation: Dawn of Global Government;Documentary;9120
April 29th;Ratchet and Clank;Adventure;9121
April 15th;Rabbi Wolff;Documentary;9122
April 15th;Pocha: Manifest Destiny;Drama;9123
May 27th;Elaine Paige: I'm Still Here;Concert/Performance;9124
April 15th;O Escaravelho do Diabo;Adventure;9125
April 15th;Paradox;Action;9126
April 15th;Notfilm;Documentary;9127
April 6th;Michael Inside;Drama;9128
April 15th;New York New York;Drama;9129
April 6th;The Miracle Season;Drama;9130
April 6th;Lowlife;Black Comedy;9131
April 6th;Luis Und Die Aliens;Adventure;9132
April 6th;KÃ„Â±zÃ„Â±m ve Ben;Drama;9133
April 6th;Kuso yarÃƒÂ´ to utsukushiki sekai;Drama;9134
April 6th;Krishnarjuna Yudham;Drama;9135
April 6th;KarÃ„Â±mÃ„Â± GÃƒÂ¶rdÃƒÂ¼nÃƒÂ¼z mÃƒÂ¼?;Comedy;9136
April 6th;The Humanity Bureau;Action;9137
April 6th;Los Hermanos Karaoke;Comedy;9138
April 6th;The Heart of Nuba;Documentary;9139
April 6th;Have You Seen The Listers?;Documentary;9140
April 6th;Good Luck;Documentary;9141
April 6th;Gaston Lagaffe;Comedy;9142
April 6th;Eyvah Karim;Comedy;9143
April 6th;Encontro Silencioso;Drama;9144
April 6th;Hitler contro Picasso e gli altri;Documentary;9145
February 1st;Dans la brume;Thriller/Suspense;9146
July 13th;DonÃ¢â‚¬â„¢t Worry, He WonÃ¢â‚¬â„¢t Get Far on Foot;Drama;9147
April 6th;Chappaquiddick;Drama;9148
April 20th;Ghost Stories;Horror;9149
July 27th;Cocote;Drama;9150
April 18th;Seo-seo-pyeong, Cheon-cheon-hi Pyeong-on-ha-ge;Documentary;9151
April 6th;Can Feda;Action;9152
April 6th;Candelaria;Drama;9153
April 18th;Geukjangpan ttobot: robotgundanui seupgyeok;Action;9154
April 6th;Campeones;Comedy;9155
April 15th;Meitantei Konan: Kara Kurenai no Rabu Retta;Action;9156
April 15th;Kureyon Shinchan: ShÃ…Â«rai! UchÃ…Â«jin Shiriri;Action;9157
April 15th;Ao Jiao & Pian Jian;Romantic Comedy;9158
April 17th;The Plan;Documentary;9159
April 14th;YaÃ…Å¸amak GÃƒÂ¼zel Ã…Å¾ey;Comedy;9160
April 15th;1040 Not so EZ;Drama;9161
April 14th;Ãƒâ‚¬ voix haute - La force de la parole;Documentary;9162
April 14th;Wo De Dan Nan Qing Ren;Romantic Comedy;9163
April 14th;TommyÃ¢â‚¬â„¢s Honour;Drama;9164
April 14th;Yana + Yanko;Comedy;9165
April 14th;Sivalinga;Horror;9166
April 14th;Ã…Â punti na vodÃ„â€º;Adventure;9167
April 14th;Spark: A Space Tail;Adventure;9168
April 14th;Un Profil pour Deux;Romantic Comedy;9169
April 14th;Power Paandi;Musical;9170
April 14th;National Theater Live 2017: Rosencrantz and Guildenstern Are Dead;Concert/Performance;9171
April 14th;Norman: The Moderate Rise and Tragic Fall of a New York Fixer;Drama;9172
April 14th;My Entire High School Sinking Into the Sea;Adventure;9173
April 14th;A Nail Clipper Romance;Drama;9174
April 14th;Mezeci Ciragi;Documentary;9175
April 14th;Mister;Drama;9176
October 31st;The ABCÃ¢â‚¬â„¢s of Death 2;Horror;9177
April 14th;Mission Control: The Unsung Heroes of Apollo;Documentary;9178
October 31st;Before I Go to Sleep;Thriller/Suspense;9179
October 29th;Showrunners: The Art of Running a TV Show;Documentary;9180
October 29th;The Great Invisible;Documentary;9181
October 29th;Revenge of the Mekons;Documentary;9182
October 31st;All You Need Is Love;Documentary;9183
October 29th;Adieu au langage;Drama;9184
October 29th;Missionary;Thriller/Suspense;9185
October 24th;White Bird in a Blizzard;Drama;9186
October 24th;The Trial;Drama;9187
October 24th;Viktor;Action;9188
November 7th;Big Hero 6;Adventure;9189
October 24th;Stonehearst Asylum;Thriller/Suspense;9190
October 24th;Rhymes for Young Ghouls;Drama;9191
October 24th;Two-Bit Waltz;Comedy;9192
October 24th;Sai yau gei: Sin leui kei yun;Adventure;9193
October 24th;The Principle;Reality;9194
October 24th;Revenge of the Green Dragons;Action;9195
October 24th;Pelican Dreams;Documentary;9196
October 24th;National Theatre Live: Skylight;Concert/Performance;9197
October 24th;Ouija;Horror;9198
October 24th;Laggies;Romantic Comedy;9199
October 24th;Low Down;Drama;9200
December 12th;Esclavo de Dios;Thriller/Suspense;9201
October 24th;John Wick;Action;9202
August 29th;The Congress;Drama;9203
December 11th;Nuclear Nation;Documentary;9204
March 14th;The Den;Thriller/Suspense;9205
December 6th;White Reindeer;Comedy;9206
December 6th;O Som ao Redor;Drama;9207
December 6th;Swerve;Thriller/Suspense;9208
December 6th;Merry Christmas;Comedy;9209
December 12th;Feng Bao;Action;9210
December 6th;Shesh peamim;Drama;9211
December 6th;Live at the Foxes Den;Drama;9212
December 13th;American Hustle;Black Comedy;9213
December 6th;A Journey to Planet Sanity;Documentary;9214
December 6th;Gekijoban Mahou Shojo Madoka Magica Shinpen Hangyoku no Monogatari;Adventure;9215
December 6th;Lenny Cooke;Documentary;9216
December 6th;The Last Days on Mars;Thriller/Suspense;9217
December 6th;Diego Star;Drama;9218
December 6th;Expecting;Comedy;9219
December 6th;Crave;Drama;9220
December 6th;Adventures of the Penguin King;Adventure;9221
December 25th;47 Ronin;Action;9222
October 31st;Plot for Peace;Documentary;9223
December 5th;L'apprenti PÃƒÂ¨re NoÃƒÂ«l et le flocon magique;Adventure;9224
December 5th;RiffTrax Live: Santa Claus Conquers The Martians;Comedy;9225
November 14th;Shilton ha chok;Documentary;9226
December 5th;Pete's Christmas;Adventure;9227
November 14th;Buffalo Girls;Documentary;9228
October 25th;Le Capital;Drama;9229
November 13th;Son of Sardaar;;9230
November 13th;ThanksKilling 3;Black Comedy;9231
November 10th;Aku no kyÃƒÂ´ten;Thriller/Suspense;9232
November 16th;The Twilight Saga: Breaking Dawn, Part 2;Drama;9233
November 13th;Jab Tak Hai Jaan;Drama;9234
November 9th;Replicas;Thriller/Suspense;9235
November 9th;Starlet;Drama;9236
November 10th;The Met: Live in HD - The Tempest;Concert/Performance;9237
November 1st;Poklosie;Thriller/Suspense;9238
November 9th;Reisen til julestjernen;Adventure;9239
September 19th;Nothing But a Man;Drama;9240
March 22nd;My Brother the Devil;Drama;9241
November 9th;Lincoln;Drama;9242
February 15th;Like Someone in Love;Drama;9243
November 9th;Nature Calls;Comedy;9244
November 9th;En kongelig affÃƒÂ¦re;Drama;9245
November 9th;Dangerous Liaisons;Drama;9246
November 9th;Festival of Lights;Drama;9247
December 7th;Deadfall;Thriller/Suspense;9248
November 9th;Da-reun na-ra-e-suh;Drama;9249
November 9th;The Comedy;Comedy;9250
May 22nd;O vendedor de passados;Drama;9251
December 4th;Youth;Drama;9252
May 22nd;The Unwanted;Horror;9253
November 9th;Coming Up Roses;Drama;9254
March 18th;Trois souvenirs de ma jeunesse;Comedy;9255
May 22nd;Tokio;Comedy;9256
May 22nd;De Surprise;Romantic Comedy;9257
May 22nd;Sunshine Superman;Documentary;9258
May 22nd;Something Better to Come;Documentary;9259
May 22nd;Shingekijouban Inisharu D: Legend 2: Tousou;;9260
May 22nd;Royal Opera House: Rise and Fall of the City of Mahagonny;Concert/Performance;9261
October 2nd;Taxi;Documentary;9262
May 22nd;Paesyeonwang;;9263
May 22nd;Oh Yarra Ainvayi Ainvayi Lut Gaya;Romantic Comedy;9264
April 15th;La loi du marchÃƒÂ©;Drama;9265
May 22nd;Seeds of Time;Documentary;9266
May 22nd;Odnazhdy;Adventure;9267
May 22nd;King of Mahjong;Comedy;9268
May 22nd;InishiÃƒÂªshon rabu;;9269
May 22nd;Kami no tsuki;Drama;9270
May 22nd;The Human Centipede 3;Horror;9271
May 22nd;Gansin;Drama;9272
May 22nd;Durak;Drama;9273
May 22nd;Drunk Wedding;Comedy;9274
May 22nd;Exhibition on Screen: The Impressionists;Documentary;9275
April 15th;Nemiche per la pelle;Comedy;9276
April 15th;A MotherÃ¢â‚¬â„¢s Revenge;Thriller/Suspense;9277
April 15th;Mother's Revenge;;9278
April 15th;Naked Beauty;Documentary;9279
April 15th;Met Opera Roberto Devereux;Concert/Performance;9280
April 15th;Meitantei Konan: Junkoku no naitomea;Adventure;9281
April 15th;Koblic;Drama;9282
April 15th;Lou Lap;;9283
April 15th;Un illustre inconnu;Drama;9284
April 15th;Crayon Shin-chan: Fast Asleep! Dreaming World Big Assault!;Adventure;9285
April 15th;Green Room;Horror;9286
April 15th;GenÃƒÂ§ pehlivanlar;;9287
April 15th;Hatuna MeNiyar;Drama;9288
April 15th;Fritz Lang;;9289
April 15th;Flaskepost fra P;Drama;9290
April 15th;Flickan, mamman och demonerna;Thriller/Suspense;9291
April 15th;The First Monday in May;Documentary;9292
April 15th;Echo Park;Drama;9293
April 15th;DaikaijÃƒÂ» Batoru: Urutora Ginga Densetsu - The Movie;;9294
April 15th;Bing He Zhui Xiong;Action;9295
April 15th;Barbershop: The Next Cut;Comedy;9296
April 15th;Babonky;Comedy;9297
April 6th;Blackmail;Drama;9298
April 6th;Bolshoi Ballet: Giselle;Concert/Performance;9299
April 15th;Gridiron Heroes;Documentary;9300
April 6th;Los Buscadores;Adventure;9301
April 6th;Birakin Cocuk Oynasin;Documentary;9302
April 6th;La 4Ã‚Âª CompaÃƒÂ±ÃƒÂ­a;Action;9303
April 5th;Den utrolige historie om den kÃƒÂ¦mpestore pÃƒÂ¦re;Adventure;9304
April 6th;ACORN and the Firestorm;Documentary;9305
April 5th;Orayiram Kinakkalal;Comedy;9306
April 5th;Quanto basta;Comedy;9307
April 5th;Succede;Comedy;9308
April 6th;Lean on Pete;Drama;9309
April 5th;#Screamers;Horror;9310
April 5th;Kaze no iro;Drama;9311
April 5th;Gogol. Viy.;Horror;9312
April 5th;Deokgu;Drama;9313
April 5th;Bob & Marys;Black Comedy;9314
April 5th;Mao Yu Tao Hua Yuan;Adventure;9315
April 5th;Baram Baram Baram;Comedy;9316
April 5th;Beongaemaengwa Sinbiui Seom;Musical;9317
April 5th;Do You Trust This Computer?;Documentary;9318
April 4th;Qi Pa Duo Duo;Romantic Comedy;9319
April 6th;A Quiet Place;Horror;9320
April 14th;Met Opera: Eugene Onegin;Concert/Performance;9321
April 4th;Bao Lie Wu Sheng;Thriller/Suspense;9322
April 14th;Maudie;Drama;9323
April 14th;Manje Bistre;Drama;9324
April 14th;The Mason Brothers;Thriller/Suspense;9325
April 14th;Maurizio Cattelan: Be Right Back;Documentary;9326
April 14th;Little Boxes;Drama;9327
March 2nd;Lasciati Andare;Comedy;9328
April 14th;Jeunesse;Drama;9329
April 14th;Iz Ufy s lyubovyu;Comedy;9330
April 14th;Kadamban;Drama;9331
April 14th;Jacinta;Drama;9332
April 14th;The Hatton Garden Job;Action;9333
April 14th;Haunted Dormitory: Marionette Teacher;Horror;9334
April 14th;Georgettan's Pooram;Comedy;9335
April 14th;C'est beau la vie quand on y pense;;9336
April 14th;Finding Oscar;Documentary;9337
April 14th;Boule et Bill 2;Comedy;9338
April 14th;Doctor Who: The Pilot;Drama;9339
April 14th;Chasing Trane: The John Coltrane Documentary;Documentary;9340
April 14th;Black Code;Documentary;9341
April 14th;Bienvenue au Gondwana;Comedy;9342
April 14th;Begum Jaan;Musical;9343
April 14th;Austerlitz;Documentary;9344
April 14th;Barnadozhkiny Istorii;Adventure;9345
April 14th;Bienaventurados los mansos;Documentary;9346
October 24th;The Heart Machine;Thriller/Suspense;9347
October 24th;Glen Campbell: I'll Be Me;Documentary;9348
October 24th;CitizenFour;Documentary;9349
October 24th;Happy New Year;Action;9350
October 24th;Exists;Horror;9351
October 24th;Birlesen Gonuller;Drama;9352
October 24th;23 Blast;Drama;9353
March 27th;The Salt of the Earth;Documentary;9354
February 20th;Relatos salvajes;Comedy;9355
October 17th;Young Ones;Action;9356
October 23rd;Shi Cheng;Multiple Genres;9357
October 17th;Zheng qi;Documentary;9358
October 17th;Watchers of the Sky;Documentary;9359
October 17th;Summer of Blood;Black Comedy;9360
October 17th;Situation amoureuse: C'est compliquÃƒÂ©;Romantic Comedy;9361
October 17th;These Final Hours;Thriller/Suspense;9362
October 17th;Rudderless;Drama;9363
October 17th;A Matter of Faith;Drama;9364
October 17th;Mall;Drama;9365
October 17th;Oka Laila Kosam;Romantic Comedy;9366
October 17th;Huang jin shi dai;Drama;9367
October 17th;Luna de cigarras;Action;9368
October 17th;Opera Australia: Madama Butterfly;Musical;9369
October 17th;Listen Up Philip;Black Comedy;9370
October 17th;Housebound;Comedy;9371
October 17th;The Hacker Wars;Documentary;9372
December 4th;Zulu;Thriller/Suspense;9373
December 4th;Out of the Furnace;Drama;9374
December 4th;Breakfast with Curtis;Comedy;9375
November 29th;Violette;Drama;9376
November 29th;The Punk Singer;Documentary;9377
December 13th;Hours;Thriller/Suspense;9378
November 29th;Day of the Flowers;Comedy;9379
March 6th;La mafia uccide solo d'estate;Black Comedy;9380
December 13th;Saving Mr. Banks;Drama;9381
November 28th;Space Pirate Captain Harlock;Adventure;9382
November 29th;Mandela: Long Walk to Freedom;Drama;9383
November 27th;Room on the Broom;Adventure;9384
November 27th;Wajma;Drama;9385
October 17th;Kaguyahime no monogatari;Drama;9386
November 27th;Journey to the South Pacific;Documentary;9387
November 27th;Homefront;Action;9388
November 27th;Le Cousin Jules;Documentary;9389
November 27th;Black Nativity;Musical;9390
November 23rd;Doctor Who: The Day of the Doctor;Drama;9391
November 22nd;Singh Saab the Great;;9392
November 22nd;Narco Cultura;Documentary;9393
November 22nd;Heli;Drama;9394
November 22nd;Gamgi;Action;9395
November 9th;Christmas in Compton;Comedy;9396
November 22nd;Frozen;Musical;9397
November 9th;Citadel;Horror;9398
November 22nd;Is the Man Who Is Tall Happy?;Documentary;9399
November 9th;28 Hotel Rooms;Drama;9400
November 8th;Leo the Lion;;9401
November 8th;The Resident;Drama;9402
November 2nd;Vamps;Romantic Comedy;9403
December 6th;Venuto al mondo;Drama;9404
November 8th;Cold War;;9405
November 2nd;Noordzee, Texas;Drama;9406
November 2nd;Promocion fantasma;Adventure;9407
November 2nd;Nobo no shiro;Drama;9408
November 2nd;Midnight's Children;Drama;9409
November 2nd;A Man's Story;Documentary;9410
November 2nd;A Liar's Autobiography - The Untrue Story of Monty Python's Graham Chapman;Comedy;9411
November 2nd;'Luv Shuv Tey Chicken Khurana;Comedy;9412
November 2nd;Jack and Diane;Drama;9413
November 2nd;High Ground;Documentary;9414
November 2nd;A Late Quartet;Drama;9415
November 2nd;The Man with the Iron Fists;Action;9416
November 2nd;Gregory Crewdson: Brief Encounters;Documentary;9417
June 14th;Call Me Kuchu;Documentary;9418
November 2nd;The Details;Black Comedy;9419
November 2nd;Bones Brigade;Documentary;9420
November 2nd;The Bay;Horror;9421
May 22nd;B-Movie: Lust & Sound in West-Berlin 1979-1989;Documentary;9422
November 2nd;Flight;Drama;9423
May 22nd;Les combattants;Romantic Comedy;9424
May 22nd;Abschussfahrt;Comedy;9425
May 22nd;Chocolate City;Drama;9426
May 22nd;;Documentary;9427
May 22nd;Tanu Weds Manu Returns;Comedy;9428
June 5th;Spy!;Comedy;9429
September 25th;We Are Many;Documentary;9430
May 21st;Tu Hao Qing Ren Jie;Romantic Comedy;9431
May 21st;David Bowie is;Documentary;9432
May 22nd;Tomorrowland;Adventure;9433
May 15th;Z airando;Horror;9434
May 22nd;Poltergeist;Horror;9435
May 15th;Xuan feng jiu ri;Documentary;9436
May 16th;ENO: La Traviata;Concert/Performance;9437
May 19th;ENO: The Pirates of Penzance;Concert/Performance;9438
May 15th;Where Hope Grows;Drama;9439
May 15th;Time Lapse;Thriller/Suspense;9440
May 15th;Ventoux;;9441
March 11th;La tete haute;Drama;9442
May 15th;The Tenor;Drama;9443
May 15th;The Surface;Thriller/Suspense;9444
May 15th;Terkedilmis;Drama;9445
April 15th;Ates;Action;9446
April 15th;The Adderall Diaries;Drama;9447
April 15th;13 Cameras;Horror;9448
April 15th;Above and Below;Documentary;9449
May 20th;Warren MillerÃ¢â‚¬â„¢s No Turning Back;Documentary;9450
May 27th;Ya Tayr El Tayer;Drama;9451
April 14th;Orphans And Kingdoms;Drama;9452
April 14th;Jak bÃƒÂ¡snÃƒÂ­ci Ã„ï¿½ekajÃƒÂ­ na zÃƒÂ¡zrak;Comedy;9453
May 13th;I Am Wrath;Action;9454
April 15th;Fan;Thriller/Suspense;9455
April 14th;Hurok;Thriller/Suspense;9456
April 14th;Exilio de Malvinas;Documentary;9457
April 14th;Eobsaideu Dawoon;Documentary;9458
April 13th;Haeuhhwa;Drama;9459
April 13th;Geuk-jang-pan Peu-raeng-ki-wa Chin-gu-deul: Saeng-myeong-ui Na-mu;Adventure;9460
April 13th;Sa Deung;Drama;9461
April 8th;Yr Ymadawiad;Drama;9462
April 8th;TÃƒÂ¼rk Lokumu;Comedy;9463
October 14th;Desierto;Thriller/Suspense;9464
April 8th;Troppo Napoletano;Comedy;9465
April 8th;Smothered;Multiple Genres;9466
April 8th;Les Visiteurs: La RÃƒÂ©volution;Comedy;9467
April 8th;Veloce come il vento;Drama;9468
April 8th;Sardaar Gabbar Singh;Action;9469
April 8th;Painting The Modern Garden - Monet to Matisse;Documentary;9470
March 31st;Swathanthryam Ardharathriyil;Thriller/Suspense;9471
March 31st;Mult v Kino: Vypusk No. 72;Adventure;9472
March 30th;Wo Shuo De Dou Shi Zhen De;Comedy;9473
March 30th;The Wind in the Willows: The Musical;Musical;9474
March 30th;Wan Ming;Action;9475
April 8th;Saka: The Martyrs Of Nankana Sahib;Drama;9476
March 30th;Verpiss Dich, Schneewittchen;Comedy;9477
March 30th;Tales of the American;Documentary;9478
March 30th;The Spiritualist;Horror;9479
March 30th;Vent du Nord;Drama;9480
March 30th;Schatz nimm Du sie!;Comedy;9481
March 30th;SengirÃ„â€”;Documentary;9482
March 30th;Sagu & Pagu: BÃƒÂ¼yÃƒÂ¼k Define;Adventure;9483
March 30th;Rangasthalam;Drama;9484
April 13th;The Rider;Drama;9485
March 30th;San fu tian;Drama;9486
March 30th;Royal Opera House: Macbeth;Concert/Performance;9487
March 30th;Pepo: La ÃƒÂºltima oportunidad;Documentary;9488
March 30th;Off the Road;Drama;9489
March 30th;Personal Problems;Drama;9490
March 30th;Outside In;Drama;9491
March 30th;Nick Jr. Big Screen Heroes;Multiple Genres;9492
March 30th;Nicht Ohne Uns;Documentary;9493
March 30th;Met Opera: Cosi Fan Tutti;Concert/Performance;9494
April 27th;Madame Hyde;Drama;9495
April 14th;Asomatous;Thriller/Suspense;9496
May 10th;Nada a Perder;Drama;9497
April 14th;Altitude;Action;9498
April 13th;GekijÃ…ï¿½-ban Kuroshitsuji: Book of the Atlantic;Action;9499
April 13th;Bram Fischer;Drama;9500
April 13th;Adventure Time with Finn and Jake Islands;Adventure;9501
July 14th;Lady Macbeth;Drama;9502
April 12th;Voyage of the Southern Sun;Documentary;9503
April 13th;0,03 Seconds;Documentary;9504
April 13th;Elena and the Secret of Avalor;Musical;9505
April 5th;Abbaneun Ddal;Comedy;9506
April 7th;Yat Nim Mou Ming;Drama;9507
April 12th;Moglie e Marito;Comedy;9508
August 21st;Yoru Wa Mijikashi Aruke Yo Otome;Romantic Comedy;9509
April 7th;Who's Gonna Love Me Now?;Documentary;9510
April 7th;Win it All;Comedy;9511
April 7th;Wszystkie Nieprzespane Noce;Documentary;9512
April 7th;Whiteley;Documentary;9513
April 7th;Weeds on Fire;Action;9514
April 7th;Ultimos dias en la Habana;Drama;9515
April 7th;The Transfiguration;Drama;9516
April 7th;The Ticket;Drama;9517
April 7th;Take Off;Drama;9518
April 7th;Tantsy Nasmert;Drama;9519
October 17th;Guardian Angel;Action;9520
October 17th;Felony;Thriller/Suspense;9521
October 17th;Eternity: The Movie;Comedy;9522
April 7th;Urvi;Drama;9523
October 17th;Die Vampirschwestern 2;;9524
October 17th;Default;Thriller/Suspense;9525
October 17th;Camp X-Ray;Drama;9526
October 17th;The Culture High;Documentary;9527
October 17th;The Break-Up Season;Romantic Comedy;9528
October 17th;The Book of Life;Adventure;9529
October 17th;Fury;Drama;9530
October 17th;The Best of Me;Drama;9531
October 17th;Birdman or;Black Comedy;9532
October 16th;The Town That Dreaded Sundown;Horror;9533
October 17th;Algorithms;Documentary;9534
October 24th;Turist;Drama;9535
October 17th;Dear White People;Comedy;9536
October 14th;Love Project;;9537
October 15th;Diplomatie;Drama;9538
October 14th;Les Loups;Drama;9539
October 10th;Whiplash;Drama;9540
October 14th;God the Father;Documentary;9541
October 10th;You're Not You;Drama;9542
October 10th;St. Vincent;Comedy;9543
October 10th;The Overnighters;Documentary;9544
October 10th;Met Opera: Romeo et Juliette;Concert/Performance;9545
November 22nd;Detroit Unleaded;Comedy;9546
January 23rd;Son of a Gun;Action;9547
November 22nd;Empire of Dirt;Drama;9548
November 22nd;Contracted;Horror;9549
November 21st;Pay Back;Thriller/Suspense;9550
December 20th;Le passÃƒÂ©;Drama;9551
February 7th;Le dernier des injustes;Documentary;9552
November 22nd;Bettie Page Reveals All;Documentary;9553
